individual_id,university_attended,income
5074,elite university,64201
5075,non-elite university,60436
5076,elite university,67531
5077,non-elite university,66048
5078,elite university,235224
5079,non-elite university,76934
5080,elite university,95511
5081,non-elite university,113866
5082,elite university,66028
5083,elite university,101460
5084,elite university,75600
5085,elite university,44553
5086,non-elite university,76729
5087,elite university,35541
5088,elite university,61158
5089,non-elite university,76870
5090,elite university,79257
5091,elite university,37400
5092,elite university,41646
5093,elite university,65763
5094,non-elite university,61806
5095,non-elite university,64819
5096,elite university,40324
5097,non-elite university,54191
5098,elite university,61799
5099,non-elite university,48195
5100,elite university,58688
5101,elite university,80098
5102,elite university,41356
5103,elite university,73582
5104,non-elite university,64970
5105,non-elite university,104906
5106,elite university,72669
5107,elite university,84249
5108,elite university,100203
5109,non-elite university,35186
5110,elite university,109829
5111,elite university,78568
5112,non-elite university,39866
5113,non-elite university,53033
5114,non-elite university,81188
5115,elite university,56114
5116,elite university,41278
5117,elite university,103976
5118,non-elite university,116690
5119,elite university,106674
5120,non-elite university,71137
5121,non-elite university,45729
5122,non-elite university,84596
5123,elite university,91054
5124,non-elite university,53555
5125,elite university,98836
5126,elite university,71310
5127,elite university,63031
5128,elite university,40821
5129,elite university,165920
5130,elite university,37773
5131,elite university,111275
5132,non-elite university,62670
5133,non-elite university,49860
5134,elite university,57284
5135,elite university,60309
5136,elite university,54174
5137,elite university,49326
5138,elite university,47031
5139,non-elite university,39618
5140,elite university,64082
5141,elite university,109124
5142,non-elite university,42920
5143,non-elite university,62532
5144,elite university,48286
5145,non-elite university,59367
5146,elite university,116035
5147,elite university,86367
5148,elite university,143028
5149,non-elite university,47573
5150,non-elite university,94491
5151,non-elite university,79304
5152,elite university,78886
5153,non-elite university,54254
5154,elite university,58676
5155,elite university,62984
5156,non-elite university,76342
5157,elite university,74196
5158,non-elite university,62999
5159,non-elite university,60942
5160,non-elite university,70021
5161,non-elite university,42161
5162,elite university,70996
5163,elite university,68590
5164,non-elite university,36064
5165,non-elite university,45076
5166,elite university,121976
5167,elite university,87007
5168,elite university,33586
5169,non-elite university,79933
5170,elite university,41867
5171,non-elite university,77892
5172,non-elite university,41038
5173,elite university,92877
5174,non-elite university,97950
5175,elite university,58352
5176,non-elite university,61353
5177,non-elite university,72622
5178,elite university,60557
5179,non-elite university,62375
5180,elite university,76521
5181,non-elite university,81963
5182,elite university,54597
5183,elite university,65209
5184,non-elite university,76547
5185,non-elite university,40451
5186,elite university,49766
5187,elite university,70849
5188,elite university,74694
5189,elite university,57236
5190,elite university,77477
5191,non-elite university,83794
5192,non-elite university,34041
5193,non-elite university,62178
5194,elite university,53456
5195,elite university,100710
5196,elite university,33892
5197,elite university,70225
5198,non-elite university,41608
5199,elite university,104423
5200,elite university,50927
5201,elite university,83382
5202,non-elite university,60187
5203,non-elite university,69921
5204,elite university,60259
5205,non-elite university,87475
5206,non-elite university,95255
5207,elite university,82395
5208,non-elite university,33837
5209,non-elite university,51345
5210,non-elite university,78208
5211,non-elite university,46368
5212,non-elite university,52540
5213,non-elite university,52857
5214,non-elite university,26645
5215,non-elite university,42666
5216,non-elite university,62150
5217,elite university,50677
5218,non-elite university,53518
5219,elite university,138616
5220,non-elite university,41210
5221,elite university,59437
5222,non-elite university,40626
5223,elite university,72304
5224,elite university,60419
5225,non-elite university,50322
5226,non-elite university,133936
5227,non-elite university,43243
5228,elite university,62675
5229,non-elite university,71849
5230,elite university,101749
5231,elite university,59152
5232,non-elite university,42107
5233,elite university,59144
5234,non-elite university,92861
5235,elite university,37335
5236,non-elite university,76313
5237,non-elite university,24149
5238,elite university,75838
5239,non-elite university,126373
5240,elite university,90107
5241,non-elite university,57868
5242,elite university,89718
5243,elite university,38312
5244,elite university,106131
5245,elite university,44119
5246,non-elite university,51546
5247,elite university,67683
5248,non-elite university,87904
5249,elite university,75017
5250,elite university,126955
5251,non-elite university,57784
5252,non-elite university,84034
5253,elite university,41805
5254,elite university,64443
5255,elite university,52762
5256,non-elite university,50520
5257,non-elite university,54573
5258,elite university,29832
5259,non-elite university,69401
5260,non-elite university,87007
5261,non-elite university,51667
5262,elite university,93634
5263,elite university,54737
5264,non-elite university,52609
5265,elite university,109690
5266,elite university,112064
5267,elite university,74081
5268,non-elite university,54003
5269,elite university,73540
5270,non-elite university,53498
5271,non-elite university,36715
5272,non-elite university,32114
5273,non-elite university,106791
5274,elite university,66423
5275,non-elite university,45441
5276,non-elite university,41081
5277,elite university,88033
5278,elite university,84276
5279,elite university,67582
5280,elite university,51141
5281,non-elite university,44996
5282,non-elite university,121839
5283,elite university,91866
5284,elite university,71543
5285,non-elite university,48255
5286,elite university,59988
5287,non-elite university,46357
5288,elite university,51587
5289,elite university,59945
5290,elite university,74448
5291,elite university,33038
5292,elite university,146720
5293,elite university,53628
5294,non-elite university,68279
5295,elite university,64496
5296,non-elite university,65559
5297,elite university,49297
5298,elite university,29761
5299,non-elite university,75111
5300,elite university,52730
5301,non-elite university,48286
5302,non-elite university,44473
5303,elite university,64761
5304,elite university,71480
5305,non-elite university,44217
5306,non-elite university,73878
5307,elite university,79729
5308,non-elite university,67641
5309,non-elite university,78572
5310,elite university,81810
5311,non-elite university,44926
5312,non-elite university,29376
5313,elite university,75336
5314,elite university,58195
5315,non-elite university,45752
5316,elite university,73011
5317,non-elite university,65766
5318,elite university,64626
5319,elite university,159683
5320,elite university,65758
5321,non-elite university,69843
5322,non-elite university,32975
5323,elite university,80401
5324,non-elite university,45408
5325,elite university,87642
5326,elite university,83047
5327,non-elite university,62562
5328,non-elite university,33285
5329,non-elite university,67998
5330,elite university,87211
5331,elite university,76552
5332,elite university,82525
5333,non-elite university,61754
5334,elite university,52585
5335,elite university,81723
5336,elite university,64581
5337,non-elite university,61868
5338,elite university,47435
5339,non-elite university,62191
5340,elite university,78838
5341,elite university,38129
5342,elite university,87143
5343,non-elite university,48089
5344,non-elite university,69658
5345,elite university,63389
5346,elite university,72677
5347,elite university,132912
5348,non-elite university,60025
5349,elite university,56644
5350,non-elite university,67692
5351,elite university,68868
5352,non-elite university,99320
5353,non-elite university,84110
5354,non-elite university,62130
5355,elite university,61613
5356,elite university,62776
5357,elite university,94765
5358,non-elite university,83653
5359,elite university,75290
5360,elite university,93512
5361,non-elite university,67498
5362,elite university,43005
5363,elite university,36940
5364,elite university,53778
5365,non-elite university,71689
5366,non-elite university,77422
5367,elite university,136954
5368,elite university,62535
5369,elite university,66210
5370,elite university,70441
5371,elite university,61634
5372,elite university,51553
5373,non-elite university,50269
5374,non-elite university,54328
5375,elite university,67985
5376,non-elite university,37131
5377,non-elite university,87324
5378,elite university,87457
5379,non-elite university,51859
5380,elite university,91411
5381,non-elite university,70492
5382,elite university,66110
5383,non-elite university,45134
5384,elite university,67035
5385,non-elite university,40225
5386,elite university,77669
5387,non-elite university,64573
5388,non-elite university,66499
5389,non-elite university,74969
5390,non-elite university,78984
5391,non-elite university,50300
5392,elite university,47533
5393,non-elite university,46525
5394,non-elite university,59555
5395,non-elite university,111605
5396,non-elite university,51470
5397,non-elite university,76837
5398,non-elite university,48640
5399,non-elite university,74744
5400,non-elite university,101288
5401,non-elite university,38467
5402,elite university,57001
5403,non-elite university,69108
5404,elite university,93467
5405,elite university,39460
5406,non-elite university,48187
5407,non-elite university,71538
5408,elite university,50719
5409,non-elite university,44435
5410,non-elite university,48914
5411,elite university,94302
5412,non-elite university,34393
5413,non-elite university,46566
5414,elite university,69528
5415,elite university,106936
5416,non-elite university,73821
5417,elite university,218105
5418,elite university,70869
5419,elite university,64126
5420,elite university,64735
5421,elite university,70901
5422,elite university,82504
5423,elite university,110262
5424,elite university,71241
5425,non-elite university,67557
5426,elite university,103258
5427,elite university,80127
5428,non-elite university,74304
5429,non-elite university,67782
5430,non-elite university,59819
5431,elite university,66811
5432,elite university,65709
5433,non-elite university,88538
5434,elite university,52178
5435,elite university,87078
5436,non-elite university,61499
5437,elite university,107069
5438,elite university,64307
5439,elite university,77290
5440,non-elite university,78892
5441,non-elite university,29878
5442,non-elite university,37913
5443,non-elite university,43198
5444,elite university,76533
5445,non-elite university,105840
5446,non-elite university,95954
5447,non-elite university,63808
5448,elite university,90344
5449,non-elite university,92604
5450,non-elite university,59950
5451,non-elite university,42165
5452,elite university,77375
5453,non-elite university,79465
5454,non-elite university,29615
5455,non-elite university,56645
5456,elite university,68520
5457,non-elite university,65502
5458,non-elite university,30054
5459,elite university,46285
5460,elite university,40757
5461,non-elite university,51483
5462,non-elite university,39536
5463,non-elite university,77831
5464,elite university,113777
5465,non-elite university,64355
5466,elite university,60211
5467,non-elite university,63836
5468,non-elite university,61876
5469,non-elite university,58025
5470,non-elite university,41138
5471,elite university,77820
5472,elite university,47970
5473,non-elite university,106560
5474,non-elite university,103644
5475,non-elite university,56325
5476,elite university,84337
5477,non-elite university,64938
5478,elite university,72981
5479,non-elite university,69111
5480,non-elite university,82399
5481,non-elite university,36283
5482,non-elite university,35741
5483,non-elite university,43359
5484,elite university,71152
5485,elite university,102539
5486,non-elite university,91242
5487,non-elite university,57351
5488,non-elite university,46011
5489,non-elite university,87313
5490,elite university,86096
5491,non-elite university,113080
5492,non-elite university,45649
5493,non-elite university,30318
5494,non-elite university,76004
5495,non-elite university,55285
5496,elite university,70765
5497,non-elite university,72414
5498,non-elite university,60608
5499,non-elite university,51211
5500,elite university,68680
5501,elite university,56352
5502,elite university,47125
5503,elite university,69487
5504,elite university,113156
5505,elite university,59622
5506,elite university,42104
5507,elite university,70015
5508,elite university,77323
5509,elite university,51837
5510,non-elite university,65544
5511,elite university,63734
5512,non-elite university,72482
5513,non-elite university,36884
5514,non-elite university,40754
5515,non-elite university,59032
5516,non-elite university,63266
5517,elite university,64426
5518,non-elite university,59445
5519,elite university,66826
5520,non-elite university,42629
5521,non-elite university,34275
5522,elite university,89640
5523,non-elite university,62449
5524,elite university,148122
5525,non-elite university,69892
5526,elite university,174793
5527,elite university,73245
5528,elite university,106463
5529,elite university,39197
5530,elite university,60866
5531,non-elite university,71814
5532,elite university,82504
5533,non-elite university,108139
5534,non-elite university,41443
5535,non-elite university,54714
5536,non-elite university,52178
5537,non-elite university,47149
5538,elite university,74435
5539,elite university,84687
5540,non-elite university,57144
5541,elite university,50526
5542,elite university,51755
5543,elite university,52789
5544,elite university,54641
5545,elite university,41412
5546,elite university,89917
5547,non-elite university,19400
5548,elite university,32691
5549,non-elite university,68486
5550,elite university,42088
5551,non-elite university,51557
5552,elite university,61589
5553,non-elite university,44484
5554,non-elite university,53160
5555,non-elite university,64767
5556,elite university,67755
5557,elite university,104207
5558,elite university,101188
5559,non-elite university,44429
5560,elite university,57246
5561,elite university,102270
5562,elite university,55642
5563,non-elite university,51749
5564,elite university,61828
5565,non-elite university,66685
5566,non-elite university,40203
5567,non-elite university,64811
5568,elite university,85736
5569,non-elite university,50544
5570,non-elite university,62771
5571,elite university,79500
5572,elite university,66008
5573,non-elite university,111889
5574,elite university,89841
5575,elite university,48797
5576,elite university,125677
5577,elite university,152578
5578,elite university,51668
5579,elite university,128917
5580,non-elite university,88312
5581,non-elite university,34634
5582,non-elite university,70541
5583,non-elite university,47931
5584,elite university,50575
5585,non-elite university,36606
5586,elite university,35017
5587,elite university,74337
5588,elite university,61246
5589,non-elite university,41488
5590,elite university,76094
5591,elite university,46432
5592,elite university,91888
5593,non-elite university,34005
5594,elite university,105718
5595,elite university,49045
5596,elite university,72041
5597,elite university,94654
5598,elite university,53319
5599,elite university,85710
5600,elite university,57138
5601,elite university,90969
5602,non-elite university,36825
5603,non-elite university,69954
5604,elite university,66860
5605,non-elite university,68591
5606,elite university,61425
5607,non-elite university,28294
5608,elite university,96805
5609,non-elite university,115516
5610,elite university,127505
5611,non-elite university,101975
5612,non-elite university,82319
5613,non-elite university,40781
5614,elite university,69869
5615,non-elite university,80152
5616,elite university,58357
5617,non-elite university,67206
5618,elite university,57001
5619,non-elite university,79045
5620,non-elite university,86852
5621,non-elite university,73724
5622,elite university,127611
5623,non-elite university,35019
5624,elite university,80586
5625,elite university,91407
5626,non-elite university,81597
5627,elite university,63942
5628,non-elite university,61107
5629,elite university,92442
5630,non-elite university,74185
5631,non-elite university,95720
5632,elite university,52959
5633,elite university,63398
5634,elite university,74747
5635,non-elite university,50809
5636,elite university,50572
5637,non-elite university,75580
5638,non-elite university,61518
5639,non-elite university,87277
5640,non-elite university,71347
5641,non-elite university,70233
5642,elite university,164391
5643,elite university,94942
5644,elite university,73712
5645,non-elite university,38712
5646,non-elite university,69479
5647,non-elite university,33046
5648,elite university,46496
5649,non-elite university,60672
5650,elite university,68533
5651,non-elite university,59524
5652,non-elite university,82460
5653,elite university,81103
5654,elite university,65846
5655,non-elite university,44642
5656,non-elite university,70911
5657,non-elite university,44762
5658,elite university,70409
5659,elite university,96087
5660,non-elite university,112319
5661,non-elite university,44638
5662,non-elite university,71532
5663,non-elite university,87614
5664,non-elite university,44221
5665,elite university,62580
5666,non-elite university,101771
5667,non-elite university,67541
5668,non-elite university,26809
5669,non-elite university,44087
5670,non-elite university,70313
5671,elite university,81079
5672,non-elite university,43787
5673,non-elite university,61484
5674,elite university,134217
5675,elite university,72818
5676,non-elite university,45834
5677,non-elite university,79152
5678,elite university,70001
5679,non-elite university,40313
5680,non-elite university,36072
5681,non-elite university,52509
5682,non-elite university,95283
5683,non-elite university,68313
5684,non-elite university,68526
5685,elite university,64126
5686,elite university,59515
5687,non-elite university,82653
5688,elite university,78479
5689,non-elite university,53132
5690,elite university,39626
5691,non-elite university,50767
5692,non-elite university,55085
5693,elite university,57974
5694,elite university,75533
5695,non-elite university,116649
5696,non-elite university,34576
5697,non-elite university,69777
5698,non-elite university,88122
5699,elite university,59982
5700,elite university,65023
5701,elite university,82134
5702,elite university,85690
5703,non-elite university,30586
5704,elite university,50557
5705,elite university,107967
5706,elite university,47944
5707,non-elite university,101359
5708,non-elite university,30340
5709,non-elite university,60666
5710,elite university,95098
5711,elite university,48513
5712,non-elite university,57891
5713,elite university,75744
5714,elite university,64774
5715,elite university,76560
5716,elite university,93104
5717,non-elite university,119054
5718,elite university,61382
5719,elite university,89440
5720,non-elite university,49881
5721,elite university,91016
5722,non-elite university,25840
5723,non-elite university,55409
5724,non-elite university,59634
5725,non-elite university,55341
5726,elite university,60227
5727,elite university,55527
5728,elite university,75507
5729,elite university,72492
5730,elite university,111725
5731,non-elite university,61725
5732,non-elite university,30227
5733,non-elite university,48588
5734,elite university,90546
5735,non-elite university,117508
5736,elite university,35476
5737,non-elite university,56483
5738,non-elite university,56422
5739,elite university,60337
5740,non-elite university,92912
5741,elite university,125672
5742,elite university,46665
5743,elite university,107313
5744,elite university,88019
5745,elite university,73247
5746,elite university,93578
5747,elite university,76634
5748,non-elite university,76858
5749,elite university,34266
5750,elite university,47779
5751,elite university,91421
5752,non-elite university,42490
5753,non-elite university,39814
5754,elite university,135076
5755,elite university,76827
5756,non-elite university,41143
5757,non-elite university,45849
5758,elite university,82718
5759,non-elite university,54291
5760,non-elite university,132561
5761,non-elite university,39682
5762,elite university,50805
5763,elite university,58459
5764,elite university,77325
5765,non-elite university,57179
5766,non-elite university,57085
5767,non-elite university,31801
5768,elite university,46271
5769,non-elite university,80183
5770,elite university,54547
5771,elite university,83437
5772,elite university,45729
5773,elite university,117338
5774,non-elite university,54212
5775,non-elite university,138888
5776,elite university,57022
5777,elite university,54715
5778,elite university,58756
5779,non-elite university,81756
5780,non-elite university,50164
5781,non-elite university,36920
5782,elite university,54215
5783,elite university,86660
5784,non-elite university,56025
5785,non-elite university,20789
5786,elite university,61516
5787,elite university,101403
5788,non-elite university,72810
5789,non-elite university,106729
5790,elite university,50627
5791,non-elite university,94953
5792,elite university,57481
5793,non-elite university,38455
5794,elite university,95094
5795,non-elite university,72662
5796,elite university,73143
5797,non-elite university,49137
5798,non-elite university,61859
5799,non-elite university,26919
5800,elite university,44080
5801,non-elite university,61285
5802,non-elite university,90667
5803,elite university,53216
5804,elite university,70032
5805,non-elite university,137917
5806,non-elite university,109482
5807,non-elite university,40362
5808,elite university,57465
5809,non-elite university,63612
5810,elite university,59313
5811,non-elite university,41334
5812,elite university,57443
5813,elite university,54691
5814,non-elite university,41292
5815,elite university,88339
5816,elite university,79635
5817,elite university,41926
5818,non-elite university,103480
5819,non-elite university,46412
5820,elite university,43453
5821,elite university,73770
5822,elite university,52417
5823,non-elite university,71344
5824,elite university,101614
5825,elite university,37272
5826,non-elite university,64163
5827,elite university,72950
5828,non-elite university,54356
5829,non-elite university,69266
5830,elite university,84091
5831,elite university,96100
5832,elite university,86656
5833,elite university,69074
5834,elite university,52565
5835,non-elite university,39840
5836,elite university,63004
5837,non-elite university,99054
5838,elite university,89194
5839,non-elite university,54742
5840,elite university,73368
5841,non-elite university,61370
5842,non-elite university,37522
5843,elite university,42692
5844,non-elite university,39352
5845,non-elite university,86002
5846,elite university,59911
5847,non-elite university,28091
5848,non-elite university,76998
5849,elite university,96044
5850,non-elite university,53349
5851,non-elite university,57224
5852,non-elite university,101038
5853,non-elite university,40569
5854,non-elite university,67989
5855,elite university,177688
5856,non-elite university,68049
5857,non-elite university,49369
5858,elite university,53832
5859,non-elite university,114591
5860,non-elite university,39542
5861,non-elite university,82837
5862,elite university,79339
5863,non-elite university,85092
5864,elite university,79206
5865,elite university,57064
5866,elite university,94344
5867,non-elite university,89652
5868,non-elite university,105218
5869,non-elite university,52010
5870,non-elite university,40931
5871,elite university,120520
5872,non-elite university,80782
5873,non-elite university,69371
5874,elite university,41124
5875,elite university,53222
5876,non-elite university,48487
5877,elite university,57340
5878,non-elite university,43825
5879,non-elite university,60821
5880,non-elite university,55409
5881,elite university,66111
5882,elite university,86441
5883,elite university,96465
5884,elite university,96705
5885,non-elite university,86778
5886,non-elite university,98977
5887,non-elite university,101123
5888,non-elite university,30122
5889,elite university,75134
5890,non-elite university,27523
5891,elite university,92072
5892,elite university,141485
5893,elite university,109182
5894,non-elite university,59477
5895,non-elite university,57194
5896,elite university,99465
5897,non-elite university,43923
5898,elite university,88085
5899,non-elite university,41418
5900,non-elite university,56862
5901,non-elite university,69926
5902,non-elite university,61235
5903,elite university,55243
5904,non-elite university,70080
5905,elite university,53640
5906,elite university,62687
5907,elite university,72353
5908,non-elite university,47841
5909,elite university,34636
5910,elite university,109647
5911,elite university,68809
5912,non-elite university,70718
5913,elite university,83031
5914,non-elite university,67291
5915,elite university,62507
5916,elite university,118077
5917,non-elite university,73005
5918,elite university,45965
5919,non-elite university,55059
5920,non-elite university,75131
5921,non-elite university,49913
5922,elite university,49354
5923,elite university,71673
5924,elite university,39864
5925,elite university,63983
5926,non-elite university,67379
5927,elite university,53975
5928,non-elite university,102047
5929,elite university,147808
5930,non-elite university,61920
5931,non-elite university,41219
5932,elite university,70988
5933,non-elite university,57813
5934,elite university,39697
5935,non-elite university,30138
5936,elite university,118246
5937,non-elite university,81504
5938,non-elite university,84222
5939,elite university,83834
5940,non-elite university,73054
5941,non-elite university,46490
5942,elite university,55437
5943,elite university,72358
5944,elite university,100729
5945,non-elite university,59107
5946,elite university,85668
5947,elite university,98109
5948,non-elite university,44075
5949,elite university,117815
5950,non-elite university,60061
5951,elite university,70982
5952,elite university,76222
5953,elite university,49896
5954,elite university,108248
5955,non-elite university,55570
5956,elite university,66192
5957,elite university,113328
5958,non-elite university,70308
5959,elite university,76353
5960,elite university,89635
5961,elite university,54861
5962,non-elite university,51023
5963,non-elite university,87947
5964,elite university,59475
5965,elite university,63358
5966,non-elite university,106792
5967,non-elite university,65918
5968,elite university,63147
5969,elite university,58171
5970,elite university,102772
5971,non-elite university,39485
5972,elite university,79606
5973,elite university,112359
5974,non-elite university,97324
5975,non-elite university,48509
5976,non-elite university,72326
5977,non-elite university,67711
5978,elite university,53489
5979,non-elite university,42393
5980,non-elite university,146187
5981,elite university,38858
5982,elite university,55823
5983,elite university,51702
5984,non-elite university,40130
5985,elite university,74484
5986,non-elite university,92671
5987,non-elite university,53002
5988,non-elite university,54038
5989,elite university,56286
5990,elite university,130604
5991,non-elite university,61743
5992,non-elite university,74215
5993,elite university,72058
5994,non-elite university,86494
5995,elite university,75332
5996,non-elite university,46545
5997,elite university,37866
5998,elite university,31786
5999,elite university,57015
6000,non-elite university,51184
6001,elite university,95515
6002,elite university,62739
6003,elite university,91879
6004,non-elite university,73934
6005,non-elite university,60638
6006,elite university,96576
6007,elite university,99930
6008,non-elite university,62353
6009,elite university,87969
6010,non-elite university,50393
6011,non-elite university,80445
6012,elite university,49186
6013,non-elite university,47324
6014,elite university,72227
6015,non-elite university,84549
6016,elite university,63962
6017,non-elite university,53709
6018,elite university,94484
6019,elite university,43927
6020,elite university,60277
6021,elite university,94716
6022,non-elite university,110978
6023,non-elite university,80215
6024,non-elite university,43935
6025,elite university,87848
6026,non-elite university,105238
6027,elite university,53705
6028,elite university,46027
6029,non-elite university,40670
6030,non-elite university,48760
6031,non-elite university,79102
6032,elite university,119072
6033,non-elite university,62382
6034,non-elite university,40479
6035,non-elite university,89436
6036,elite university,93754
6037,non-elite university,34190
6038,elite university,86532
6039,elite university,78082
6040,elite university,60732
6041,elite university,85547
6042,non-elite university,64254
6043,elite university,88259
6044,elite university,98927
6045,non-elite university,54652
6046,non-elite university,82223
6047,elite university,60903
6048,non-elite university,54603
6049,elite university,73024
6050,elite university,57024
6051,non-elite university,41398
6052,non-elite university,47518
6053,non-elite university,28485
6054,non-elite university,53630
6055,non-elite university,43201
6056,non-elite university,44563
6057,non-elite university,63288
6058,non-elite university,35027
6059,non-elite university,87093
6060,elite university,55305
6061,elite university,52261
6062,elite university,90687
6063,non-elite university,28373
6064,non-elite university,31940
6065,elite university,66119
6066,elite university,33501
6067,elite university,63293
6068,non-elite university,87559
6069,non-elite university,88216
6070,non-elite university,111084
6071,non-elite university,98417
6072,non-elite university,71704
6073,non-elite university,48278
6074,elite university,126704
6075,non-elite university,82655
6076,elite university,57916
6077,elite university,89681
6078,elite university,74069
6079,non-elite university,45594
6080,elite university,97531
6081,elite university,44048
6082,non-elite university,65472
6083,non-elite university,80559
6084,elite university,56127
6085,elite university,57046
6086,non-elite university,49042
6087,non-elite university,85584
6088,elite university,66207
6089,non-elite university,75799
6090,elite university,170330
6091,non-elite university,70251
6092,non-elite university,70213
6093,non-elite university,35802
6094,non-elite university,55348
6095,non-elite university,53760
6096,elite university,82471
6097,non-elite university,53037
6098,elite university,75389
6099,non-elite university,58604
6100,non-elite university,81961
6101,non-elite university,86307
6102,elite university,43467
6103,non-elite university,62106
6104,elite university,91778
6105,elite university,80645
6106,elite university,74820
6107,elite university,59096
6108,elite university,90338
6109,elite university,46977
6110,non-elite university,71711
6111,elite university,44501
6112,non-elite university,27185
6113,elite university,80569
6114,non-elite university,97065
6115,non-elite university,76871
6116,non-elite university,43375
6117,non-elite university,75651
6118,elite university,75508
6119,non-elite university,78594
6120,elite university,127809
6121,non-elite university,73100
6122,non-elite university,55736
6123,non-elite university,69445
6124,elite university,82391
6125,non-elite university,40865
6126,non-elite university,90183
6127,elite university,62880
6128,elite university,37506
6129,elite university,139064
6130,non-elite university,68873
6131,elite university,91835
6132,non-elite university,47294
6133,elite university,57762
6134,non-elite university,48544
6135,non-elite university,64936
6136,non-elite university,74195
6137,elite university,58511
6138,elite university,82540
6139,elite university,49768
6140,non-elite university,64601
6141,non-elite university,81412
6142,elite university,36460
6143,elite university,39078
6144,non-elite university,52757
6145,elite university,68075
6146,elite university,66869
6147,elite university,91240
6148,elite university,96259
6149,elite university,65078
6150,elite university,38339
6151,non-elite university,82971
6152,non-elite university,36183
6153,non-elite university,56131
6154,elite university,47719
6155,elite university,74186
6156,non-elite university,88360
6157,non-elite university,61333
6158,elite university,92251
6159,elite university,76540
6160,non-elite university,29066
6161,non-elite university,53976
6162,non-elite university,57617
6163,elite university,85965
6164,elite university,84908
6165,non-elite university,56427
6166,elite university,132018
6167,elite university,46123
6168,non-elite university,82051
6169,non-elite university,35068
6170,non-elite university,82239
6171,non-elite university,52507
6172,non-elite university,90758
6173,non-elite university,88326
6174,elite university,60993
6175,non-elite university,54105
6176,elite university,49605
6177,elite university,81084
6178,non-elite university,41322
6179,elite university,63040
6180,non-elite university,66850
6181,non-elite university,47123
6182,elite university,112391
6183,elite university,107665
6184,non-elite university,43903
6185,elite university,46880
6186,non-elite university,80368
6187,non-elite university,44943
6188,elite university,131867
6189,elite university,75501
6190,non-elite university,28172
6191,elite university,128507
6192,elite university,72671
6193,elite university,100783
6194,non-elite university,44305
6195,elite university,54332
6196,elite university,63749
6197,non-elite university,45675
6198,non-elite university,31655
6199,non-elite university,64591
6200,non-elite university,42713
6201,non-elite university,61700
6202,elite university,55671
6203,elite university,60151
6204,non-elite university,100605
6205,non-elite university,86391
6206,elite university,82366
6207,elite university,58725
6208,elite university,158170
6209,elite university,82222
6210,elite university,117923
6211,elite university,127572
6212,non-elite university,80006
6213,elite university,82374
6214,elite university,165056
6215,elite university,44342
6216,elite university,78277
6217,non-elite university,53485
6218,elite university,80950
6219,non-elite university,40761
6220,non-elite university,36224
6221,elite university,114790
6222,elite university,82676
6223,non-elite university,36140
6224,elite university,85086
6225,elite university,90903
6226,non-elite university,93401
6227,elite university,52888
6228,elite university,35085
6229,non-elite university,81634
6230,non-elite university,50900
6231,elite university,89174
6232,elite university,65125
6233,non-elite university,38214
6234,non-elite university,75887
6235,elite university,107950
6236,elite university,58815
6237,elite university,93483
6238,non-elite university,52275
6239,elite university,79277
6240,non-elite university,95514
6241,non-elite university,76600
6242,non-elite university,61752
6243,elite university,40663
6244,elite university,55220
6245,non-elite university,35377
6246,elite university,70645
6247,non-elite university,46112
6248,non-elite university,66671
6249,elite university,62944
6250,elite university,143548
6251,non-elite university,47385
6252,non-elite university,50422
6253,non-elite university,52007
6254,non-elite university,85075
6255,non-elite university,78853
6256,elite university,105946
6257,non-elite university,113199
6258,elite university,78365
6259,non-elite university,70503
6260,elite university,55106
6261,non-elite university,96317
6262,elite university,65272
6263,non-elite university,53628
6264,non-elite university,44888
6265,elite university,75390
6266,elite university,62053
6267,non-elite university,47682
6268,elite university,110107
6269,elite university,72729
6270,elite university,47718
6271,elite university,67001
6272,non-elite university,63115
6273,non-elite university,53886
6274,non-elite university,46128
6275,elite university,37618
6276,non-elite university,26565
6277,elite university,79300
6278,non-elite university,78777
6279,elite university,42475
6280,elite university,48981
6281,elite university,53592
6282,elite university,98857
6283,non-elite university,61486
6284,elite university,92484
6285,elite university,69431
6286,elite university,39205
6287,non-elite university,44813
6288,non-elite university,68924
6289,elite university,74729
6290,non-elite university,62307
6291,elite university,59895
6292,elite university,84946
6293,non-elite university,23950
6294,non-elite university,62791
6295,elite university,106255
6296,elite university,76293
6297,elite university,101950
6298,elite university,121689
6299,elite university,127941
6300,elite university,52341
6301,non-elite university,78110
6302,elite university,84390
6303,non-elite university,47810
6304,non-elite university,106170
6305,non-elite university,61950
6306,elite university,90731
6307,non-elite university,53601
6308,non-elite university,59628
6309,non-elite university,82644
6310,non-elite university,41001
6311,elite university,55722
6312,elite university,75928
6313,non-elite university,61803
6314,non-elite university,73531
6315,elite university,51443
6316,non-elite university,42383
6317,elite university,61705
6318,elite university,54671
6319,non-elite university,53541
6320,elite university,47692
6321,non-elite university,34953
6322,non-elite university,47082
6323,elite university,130563
6324,non-elite university,63459
6325,non-elite university,60902
6326,non-elite university,49848
6327,non-elite university,88730
6328,elite university,97551
6329,non-elite university,55316
6330,elite university,115571
6331,non-elite university,39330
6332,elite university,58513
6333,non-elite university,68735
6334,elite university,70206
6335,non-elite university,45999
6336,elite university,108771
6337,elite university,71053
6338,elite university,39335
6339,non-elite university,46112
6340,non-elite university,75620
6341,elite university,51697
6342,non-elite university,67784
6343,non-elite university,38713
6344,non-elite university,31919
6345,elite university,58867
